Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Seats,Price,New Price in Lakhs,Mileage in km/kg,Engine in CC,Power in bhp,Diesel Fuel,Petrol Fuel,Manual Transmission,Automatic Transmission,Kilometers per year
3416,Hyundai EON Magna Plus,Hyderabad,2015,19000,First,5.0,3.0,23.281830466830467,28.133333333333336,814,55.2,0,1,1,0,1900.0
3417,BMW 3 Series 320d,Mumbai,2010,67000,Second,5.0,9.25,47.87,26.694117647058825,1995,190.0,1,0,0,1,4466.666666666667
3418,Tata Indigo XL Classic Dicor,Delhi,2011,80000,First,5.0,1.2,23.281830466830467,27.729411764705883,1396,70.0,1,0,1,0,5714.285714285715
3419,Maruti Alto 800 LXI,Delhi,2015,61000,First,5.0,2.15,23.281830466830467,30.319999999999997,796,47.3,0,1,1,0,6100.0
3420,Volkswagen Polo Diesel Highline 1.2L,Pune,2010,39000,First,5.0,3.05,23.281830466830467,25.96470588235294,1199,73.9,1,0,1,0,2600.0
3421,Toyota Corolla Altis VL AT,Ahmedabad,2014,59000,First,5.0,11.5,23.281830466830467,19.04,1798,138.03,0,1,0,1,5363.636363636364
3422,Hyundai Santro Xing GLS,Hyderabad,2008,80931,First,5.0,2.3,23.281830466830467,23.893333333333334,1086,62.1,0,1,1,0,4760.64705882353
3423,Maruti Swift ZXI,Kolkata,2016,34000,First,5.0,4.95,23.281830466830467,27.2,1197,81.8,0,1,1,0,3777.777777777778
3424,Renault Scala Diesel RxL,Hyderabad,2013,130000,First,5.0,4.75,23.281830466830467,25.458823529411767,1461,84.8,1,0,1,0,10833.333333333334
3425,Maruti Vitara Brezza ZDi Plus,Coimbatore,2018,52380,First,5.0,10.15,12.47,28.58823529411765,1248,88.5,1,0,1,0,7482.857142857143
3426,Nissan Micra XV,Kolkata,2011,44000,First,5.0,2.65,23.281830466830467,24.08,1198,75.0,0,1,1,0,3142.8571428571427
3427,Ford Figo Diesel EXI,Hyderabad,2015,84000,First,5.0,3.8,23.281830466830467,23.529411764705884,1399,68.05,1,0,1,0,8400.0
3428,Honda CR-V 2.0 AT,Kochi,2017,41697,First,5.0,16.68,23.281830466830467,17.466666666666665,1997,141.1,0,1,0,1,5212.125
3429,Nissan Terrano XV 110 PS,Pune,2014,163000,First,5.0,5.0,23.281830466830467,22.364705882352943,1461,108.5,1,0,1,0,14818.181818181818
3430,Toyota Etios Liva 1.2 G,Chennai,2011,42000,Second,5.0,3.75,6.51,23.613333333333333,1197,78.9,0,1,1,0,3000.0
3431,Hyundai i20 Asta 1.4 CRDi,Jaipur,2013,129000,Third,5.0,4.11,23.281830466830467,25.023529411764706,1396,88.76,1,0,1,0,10750.0
3432,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2015,32200,Second,5.0,4.25,23.281830466830467,24.213333333333335,1196,86.8,0,1,1,0,3220.0
3433,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,2004,129000,First,6.0,3.45,23.281830466830467,12.352941176470589,2835,107.2,1,0,1,0,6142.857142857143
3434,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2014,40000,First,5.0,22.5,23.281830466830467,20.129411764705882,1968,174.33,1,0,0,1,3636.3636363636365
3435,Toyota Innova 2.0 E,Delhi,2006,150000,First,8.0,4.5,23.281830466830467,16.533333333333335,1998,132.0,0,1,1,0,7894.736842105263
3436,Chevrolet Aveo U-VA 1.2 LS,Jaipur,2007,140000,First,5.0,0.9,23.281830466830467,20.346666666666668,1150,74.9,0,1,1,0,7777.777777777777
3437,Hyundai Getz GLS,Hyderabad,2006,63181,First,5.0,1.85,23.281830466830467,20.400000000000002,1341,83.0,0,1,1,0,3325.315789473684
3438,Honda Amaze S i-Dtech,Kolkata,2013,39575,First,5.0,3.25,23.281830466830467,30.35294117647059,1498,98.6,1,0,1,0,3297.9166666666665
3440,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2014,70374,First,5.0,7.34,23.281830466830467,26.705882352941178,1498,89.84,1,0,1,0,6397.636363636364
3441,Volkswagen CrossPolo 1.5 TDI,Kolkata,2015,26256,First,5.0,4.25,23.281830466830467,23.694117647058825,1498,88.5,1,0,1,0,2625.6
3442,Hyundai Elite i20 Petrol Sportz,Delhi,2016,13460,First,5.0,6.45,23.281830466830467,24.8,1197,81.86,0,1,1,0,1495.5555555555557
3443,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2011,122000,Second,8.0,10.75,23.281830466830467,15.058823529411766,2494,102.0,1,0,1,0,8714.285714285714
3444,Mercedes-Benz M-Class ML 250 CDI,Kolkata,2015,58589,First,5.0,27.75,23.281830466830467,17.95294117647059,2143,203.2,1,0,0,1,5858.9
3445,Maruti Wagon R LX BSIII,Jaipur,2005,115000,Second,5.0,0.99,23.281830466830467,23.066666666666666,1061,64.0,0,1,1,0,5750.0
3446,Ford Endeavour 2.2 Trend AT 4X2,Pune,2016,75000,First,7.0,24.0,23.281830466830467,14.84705882352941,2198,158.0,1,0,0,1,8333.333333333334
3447,Hyundai Elite i20 Petrol Sportz,Jaipur,2016,30292,First,5.0,6.1,23.281830466830467,24.8,1197,81.86,0,1,1,0,3365.777777777778
3448,Honda WRV i-VTEC VX,Ahmedabad,2017,32248,First,5.0,8.25,10.32,23.333333333333332,1199,88.7,0,1,1,0,4031.0
3449,Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,74000,First,5.0,4.65,23.281830466830467,21.959999999999997,1198,73.9,0,1,1,0,6166.666666666667
3450,Honda CR-V 2.0L 2WD MT,Mumbai,2014,56100,First,5.0,9.75,23.281830466830467,18.266666666666666,1997,153.86,0,1,1,0,5100.0
3451,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,2014,61325,First,5.0,4.4,8.1,25.2,1197,81.86,0,1,1,0,5575.0
3452,Maruti Swift Dzire VXI,Kolkata,2014,33000,First,5.0,3.99,23.281830466830467,25.46666666666667,1197,85.8,0,1,1,0,3000.0
3453,BMW 5 Series 2003-2012 530d,Coimbatore,2016,18090,First,5.0,45.73,23.281830466830467,19.058823529411764,2993,258.0,1,0,0,1,2010.0
3454,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,71390,First,5.0,5.27,23.281830466830467,26.705882352941178,1498,89.84,1,0,1,0,6490.0
3456,Honda City i DTec V,Ahmedabad,2016,67000,First,5.0,7.25,23.281830466830467,30.58823529411765,1498,98.6,1,0,1,0,7444.444444444444
3457,Tata Indigo LS,Chennai,2008,99000,Second,5.0,1.6,23.281830466830467,20.0,1405,70.0,1,0,1,0,5823.529411764706
3458,Renault Duster 110PS Diesel RxL,Pune,2014,142000,Second,5.0,6.0,23.281830466830467,22.364705882352943,1461,108.45,1,0,1,0,12909.09090909091
3459,Hyundai i10 Sportz,Chennai,2010,26966,First,5.0,3.0,23.281830466830467,27.146666666666665,1197,78.9,0,1,1,0,1797.7333333333333
3460,Honda Jazz 1.2 SV i VTEC,Mumbai,2015,27628,First,5.0,4.95,23.281830466830467,24.933333333333334,1199,88.7,0,1,1,0,2762.8
3461,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,2016,82497,First,5.0,8.99,23.281830466830467,27.823529411764707,1248,88.5,1,0,1,0,9166.333333333334
3462,Honda Accord VTi-L MT,Mumbai,2007,86000,Third,5.0,1.85,23.281830466830467,15.866666666666667,2354,144.0,0,1,1,0,4777.777777777777
3463,Volkswagen Polo Petrol Comfortline 1.2L,Coimbatore,2016,26981,First,5.0,6.16,23.281830466830467,21.959999999999997,1198,73.9,0,1,1,0,2997.8888888888887
3464,Maruti Ritz VDi,Hyderabad,2010,110471,First,5.0,3.5,23.281830466830467,24.823529411764707,1248,73.9,1,0,1,0,7364.733333333334
3465,Honda Amaze S Petrol,Jaipur,2014,69000,First,5.0,4.5,7.52,26.0,1199,88.76,0,1,1,0,6272.727272727273
3466,Hyundai i20 1.2 Asta Option,Hyderabad,2017,12000,First,5.0,7.75,23.281830466830467,24.8,1197,81.83,0,1,1,0,1500.0
3467,Renault Duster 85PS Diesel RxL,Hyderabad,2014,77500,First,5.0,6.6,23.281830466830467,24.058823529411764,1461,83.8,1,0,1,0,7045.454545454545
3468,Hyundai Grand i10 Magna,Kochi,2014,48031,First,5.0,4.98,23.281830466830467,25.2,1197,82.0,0,1,1,0,4366.454545454545
3469,BMW 3 Series 320d Highline,Chennai,2008,170000,Third,5.0,9.75,23.281830466830467,18.905882352941177,1995,181.0,1,0,0,1,10000.0
3470,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,2014,69565,First,5.0,5.55,23.281830466830467,26.705882352941178,1498,89.84,1,0,1,0,6324.090909090909
3471,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,2016,45492,First,5.0,10.3,15.68,25.294117647058822,1498,108.5,1,0,0,1,5054.666666666667
3472,Honda Accord 2.4 AT,Chennai,2011,85000,Second,5.0,7.5,23.281830466830467,15.6,2354,177.6,0,1,0,1,6071.428571428572
3473,Chevrolet Aveo 1.4,Hyderabad,2008,55902,First,5.0,1.8,23.281830466830467,19.32,1399,92.7,0,1,1,0,3288.3529411764707
3474,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,18500,First,5.0,6.25,23.281830466830467,21.599999999999998,1199,74.0,0,1,1,0,2312.5
3475,Mahindra Xylo D4 BS III,Hyderabad,2015,129750,Second,7.0,6.8,23.281830466830467,17.588235294117645,2489,93.7,1,0,1,0,12975.0
3476,Hyundai i10 Magna AT,Hyderabad,2009,50902,First,5.0,3.0,23.281830466830467,25.599999999999998,1197,80.0,0,1,0,1,3181.375
3477,Mahindra XUV500 W8 4WD,Coimbatore,2015,84725,First,7.0,11.6,23.281830466830467,17.764705882352942,2179,140.0,1,0,1,0,8472.5
3478,Hyundai Elantra CRDi SX,Mumbai,2013,40000,Second,5.0,6.95,23.281830466830467,26.705882352941178,1582,126.24,1,0,1,0,3333.3333333333335
3479,Volkswagen Passat 1.8 TSI MT,Mumbai,2010,60000,Third,5.0,3.5,23.281830466830467,19.066666666666666,1798,160.0,0,1,1,0,4000.0
3480,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,2014,33496,First,5.0,5.5,7.45,25.2,1197,81.86,0,1,1,0,3045.090909090909
3481,Hyundai i20 Asta Option 1.2,Mumbai,2015,25000,First,5.0,5.65,23.281830466830467,24.8,1197,81.83,0,1,1,0,2500.0
3482,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,2013,71000,First,8.0,3.25,23.281830466830467,21.41176470588235,1248,73.8,1,0,1,0,5916.666666666667
3483,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,2015,20826,First,5.0,7.72,23.281830466830467,19.066666666666666,1598,103.6,0,1,0,1,2082.6
3484,Hyundai Creta 1.6 CRDi SX,Pune,2016,42244,First,5.0,12.0,23.281830466830467,23.14117647058824,1582,126.2,1,0,1,0,4693.777777777777
3485,Chevrolet Beat Diesel PS,Jaipur,2013,98598,First,5.0,1.55,23.281830466830467,29.929411764705886,936,57.6,1,0,1,0,8216.5
3486,Toyota Fortuner 3.0 Diesel,Delhi,2011,62100,First,7.0,10.75,23.281830466830467,13.529411764705882,2982,171.0,1,0,1,0,4435.714285714285
3487,Hyundai i20 Sportz Option 1.2,Coimbatore,2016,44238,First,5.0,6.72,23.281830466830467,24.8,1197,81.83,0,1,1,0,4915.333333333333
3488,Audi Q7 3.0 TDI quattro,Coimbatore,2012,91743,First,7.0,28.55,23.281830466830467,14.200000000000001,2967,241.4,1,0,0,1,7057.153846153846
3489,Porsche Panamera Diesel,Bangalore,2013,19828,Second,4.0,75.0,23.281830466830467,21.000000000000004,2967,300.0,1,0,0,1,1652.3333333333333
3490,Honda City i VTEC VX,Hyderabad,2016,36891,First,5.0,10.49,23.281830466830467,23.733333333333334,1497,117.3,0,1,1,0,4099.0
3491,Mahindra Quanto C4,Hyderabad,2012,90049,First,7.0,3.8,23.281830466830467,20.247058823529414,1493,100.0,1,0,1,0,6926.846153846154
3492,Audi A4 2.0 TDI Multitronic,Ahmedabad,2012,74002,First,5.0,18.5,23.281830466830467,19.47058823529412,1968,140.0,1,0,0,1,5692.461538461538
3493,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,2013,41000,First,5.0,6.0,23.281830466830467,16.493333333333332,2359,198.25,0,1,0,1,3416.6666666666665
3494,Hyundai Verna 1.6 SX,Hyderabad,2012,83678,First,5.0,5.5,23.281830466830467,26.258823529411767,1582,126.32,1,0,1,0,6436.7692307692305
3495,Maruti Wagon R LXI BS IV,Pune,2010,91000,First,5.0,2.3,23.281830466830467,25.2,998,67.1,0,1,1,0,6066.666666666667
3496,Maruti Ertiga SHVS ZDI Plus,Jaipur,2016,50000,First,7.0,8.7,23.281830466830467,28.847058823529412,1248,88.5,1,0,1,0,5555.555555555556
3497,Hyundai Xcent 1.1 CRDi S Option,Delhi,2015,58000,First,5.0,4.95,23.281830466830467,28.705882352941174,1120,71.01,1,0,1,0,5800.0
3498,Maruti Swift VDI,Jaipur,2012,80000,First,5.0,4.25,23.281830466830467,26.941176470588236,1248,74.0,1,0,1,0,6153.846153846154
3499,Mahindra XUV500 W6 2WD,Kochi,2017,41290,Second,7.0,10.94,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,5161.25
3500,BMW 5 Series 520d Luxury Line,Delhi,2013,65000,First,5.0,21.26,67.87,26.447058823529414,1995,190.0,1,0,0,1,5416.666666666667
3501,Toyota Corolla Altis 1.8 G,Bangalore,2016,16471,Second,5.0,11.5,20.48,19.04,1798,138.03,0,1,1,0,1830.111111111111
3502,Hyundai i20 Asta 1.4 CRDi,Pune,2015,54339,Second,5.0,6.0,23.281830466830467,26.517647058823528,1396,88.73,1,0,1,0,5433.9
3503,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,2016,24025,First,6.0,4.1,23.281830466830467,24.2,1198,82.0,0,1,1,0,2669.4444444444443
3504,Maruti Alto 800 2016-2019 LXI,Kolkata,2013,24027,First,5.0,2.01,23.281830466830467,32.93333333333333,796,47.3,0,1,1,0,2002.25
3505,Fiat Punto EVO 1.2 Emotion,Hyderabad,2010,59270,First,5.0,2.6,23.281830466830467,20.933333333333334,1172,67.0,0,1,1,0,3951.3333333333335
3506,Maruti Wagon R VXI BS IV,Kolkata,2012,40000,First,5.0,2.35,23.281830466830467,25.2,998,67.1,0,1,1,0,3076.923076923077
3507,Mitsubishi Pajero 4X4 LHD,Bangalore,2012,155566,Second,6.0,9.15,23.281830466830467,11.176470588235295,2835,118.6,1,0,1,0,11966.615384615385
3508,Honda Brio EX MT,Chennai,2013,42320,First,5.0,2.9,23.281830466830467,25.866666666666664,1198,86.8,0,1,1,0,3526.6666666666665
3509,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,2017,24153,Second,5.0,9.18,23.281830466830467,26.517647058823528,1396,88.73,1,0,1,0,3019.125
3510,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,27000,First,5.0,11.45,23.281830466830467,17.333333333333332,1591,121.3,0,1,0,1,3000.0
3512,Honda Amaze S i-VTEC,Kochi,2017,61795,First,5.0,5.53,23.281830466830467,23.733333333333334,1198,86.7,0,1,1,0,7724.375
3513,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,2016,13500,First,6.0,3.75,23.281830466830467,24.2,1198,82.0,0,1,1,0,1500.0
3514,Honda City i-VTEC CVT VX,Pune,2018,4500,First,5.0,12.5,15.17,24.0,1497,117.3,0,1,0,1,642.8571428571429
3515,Mahindra XUV500 AT W10 FWD,Mumbai,2017,23000,First,7.0,15.5,23.281830466830467,18.823529411764707,2179,140.0,1,0,0,1,2875.0
3517,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,2013,80578,Second,5.0,14.5,23.281830466830467,17.458823529411767,2143,170.0,1,0,0,1,6714.833333333333
3518,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,42646,First,5.0,12.46,15.05,23.058823529411768,1461,108.45,1,0,0,1,5330.75
3519,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,2014,30000,Second,5.0,5.25,23.281830466830467,21.959999999999997,1198,74.0,0,1,1,0,2727.2727272727275
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,Bangalore,2009,98000,Second,5.0,25.0,23.281830466830467,15.882352941176471,2987,282.0,1,0,0,1,6125.0
3523,Jaguar XJ 3.0L Premium Luxury,Hyderabad,2012,50000,First,4.0,45.0,23.281830466830467,15.176470588235295,2993,271.23,1,0,0,1,3846.153846153846
3524,Maruti Swift VDI,Jaipur,2015,63310,First,5.0,5.1,8.13,33.411764705882355,1248,74.0,1,0,1,0,6331.0
3525,Honda Amaze S i-Dtech,Delhi,2014,66000,First,5.0,3.5,23.281830466830467,30.35294117647059,1498,98.6,1,0,1,0,6000.0
3526,BMW 3 Series 320d Highline,Ahmedabad,2011,74000,Second,5.0,12.5,23.281830466830467,18.905882352941177,1995,181.0,1,0,0,1,5285.714285714285
3527,Hyundai Verna 1.4 EX,Hyderabad,2012,93000,First,5.0,5.55,23.281830466830467,27.647058823529413,1396,88.7,1,0,1,0,7153.846153846154
3528,Toyota Fortuner 4x2 4 Speed AT,Delhi,2015,70000,First,7.0,19.48,23.281830466830467,13.529411764705882,2982,169.0,1,0,0,1,7000.0
3529,Maruti Swift VXI,Ahmedabad,2012,48772,First,5.0,3.91,23.281830466830467,24.8,1197,85.8,0,1,1,0,3751.6923076923076
3530,Chevrolet Beat LS,Chennai,2010,66000,First,5.0,2.19,23.281830466830467,24.8,1199,79.4,0,1,1,0,4400.0
3531,Hyundai Grand i10 Asta Option AT,Coimbatore,2017,27417,First,5.0,6.89,23.281830466830467,25.2,1197,82.0,0,1,0,1,3427.125
3532,Ford Figo Petrol ZXI,Coimbatore,2011,51593,Second,5.0,3.47,23.281830466830467,20.8,1196,70.0,0,1,1,0,3685.214285714286
3534,Maruti Swift VXI BSIII,Pune,2010,75000,First,5.0,2.85,23.281830466830467,21.46666666666667,1298,88.2,0,1,1,0,5000.0
3535,Audi A4 35 TDI Premium,Coimbatore,2016,39237,First,5.0,25.64,23.281830466830467,20.129411764705882,1968,174.33,1,0,0,1,4359.666666666667
3536,Honda City V MT,Kochi,2018,11966,First,5.0,10.28,23.281830466830467,22.400000000000002,1497,116.3,0,1,1,0,1709.4285714285713
3537,Honda Jazz V,Hyderabad,2015,37000,First,5.0,6.3,8.79,24.266666666666666,1199,88.7,0,1,1,0,3700.0
3538,Volkswagen Polo 1.5 TDI Highline,Chennai,2014,70920,First,5.0,4.75,23.281830466830467,23.694117647058825,1498,88.8,1,0,1,0,6447.272727272727
3539,Nissan Terrano XL D Option,Hyderabad,2013,65280,First,5.0,5.8,14.72,23.376470588235296,1461,83.14,1,0,1,0,5440.0
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Hyderabad,2016,62000,First,7.0,44.5,23.281830466830467,14.71764705882353,2179,187.7,1,0,0,1,6888.888888888889
3541,Hyundai i20 Magna Optional 1.2,Kochi,2014,44525,First,5.0,4.65,23.281830466830467,24.666666666666668,1197,82.9,0,1,1,0,4047.7272727272725
3542,Honda City 1.5 E MT,Jaipur,2009,86863,First,5.0,3.6,23.281830466830467,22.666666666666668,1497,118.0,0,1,1,0,5428.9375
3543,Mahindra XUV500 W10 AWD,Hyderabad,2015,102626,First,7.0,12.25,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,10262.6
3544,Jeep Compass 2.0 Limited Option 4X4,Jaipur,2017,45000,First,5.0,20.0,25.54,19.176470588235297,1956,170.0,1,0,1,0,5625.0
3545,Mahindra XUV500 W10 AWD,Jaipur,2017,22000,First,7.0,16.0,23.281830466830467,18.823529411764707,2179,140.0,1,0,1,0,2750.0
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Coimbatore,2011,108905,Second,8.0,6.21,23.281830466830467,13.870588235294116,2179,120.0,1,0,0,1,7778.928571428572
3547,Datsun GO Plus T,Kolkata,2016,12800,First,7.0,3.25,23.281830466830467,25.92,1198,67.0,0,1,1,0,1422.2222222222222
3548,Mahindra Scorpio S6 Plus 7 Seater,Kolkata,2016,32000,First,7.0,9.75,23.281830466830467,18.11764705882353,2179,120.0,1,0,1,0,3555.5555555555557
3549,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,First,5.0,4.45,23.281830466830467,20.666666666666668,1198,86.7,0,1,0,1,3545.4545454545455
3550,Honda City i-DTEC ZX,Pune,2017,42000,First,5.0,12.0,16.84,30.117647058823533,1498,98.6,1,0,1,0,5250.0
3551,Tata Indigo GLE,Chennai,2008,73000,First,5.0,0.8,23.281830466830467,19.2,1396,65.0,0,1,1,0,4294.117647058823
3552,Hyundai Grand i10 1.2 CRDi Sportz,Chennai,2018,48000,First,5.0,5.95,8.28,28.235294117647058,1186,73.97,1,0,1,0,6857.142857142857
3554,Hyundai Verna 1.4 CX VTVT,Kolkata,2014,19000,First,5.0,5.25,23.281830466830467,23.24,1396,105.5,0,1,1,0,1727.2727272727273
3555,Toyota Innova Crysta 2.4 VX MT,Coimbatore,2019,33598,First,7.0,22.2,23.94,16.094117647058823,2393,147.8,1,0,1,0,5599.666666666667
3556,BMW X1 sDrive20d,Jaipur,2012,63000,First,5.0,13.5,23.281830466830467,20.058823529411764,1995,184.0,1,0,0,1,4846.153846153846
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,48000,First,5.0,13.5,23.281830466830467,19.95294117647059,1968,138.03,1,0,0,1,4800.0
3558,Ford Figo Diesel ZXI,Delhi,2014,66000,First,5.0,3.47,23.281830466830467,23.529411764705884,1399,68.05,1,0,1,0,6000.0
3559,Mahindra Ssangyong Rexton RX7,Ahmedabad,2013,80000,Second,7.0,9.5,23.281830466830467,13.152941176470588,2696,184.0,1,0,0,1,6666.666666666667
3560,Volkswagen Vento Petrol Highline,Chennai,2011,37000,First,5.0,4.8,23.281830466830467,20.05333333333333,1598,103.6,0,1,1,0,2642.8571428571427
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Kochi,2016,35058,First,5.0,6.54,23.281830466830467,20.0,1598,103.52,0,1,1,0,3895.3333333333335
3562,Volkswagen Polo Petrol Comfortline 1.2L,Delhi,2012,52000,First,5.0,3.1,23.281830466830467,21.959999999999997,1198,73.9,0,1,1,0,4000.0
3563,Maruti S Cross DDiS 200 Delta,Hyderabad,2015,61313,First,5.0,7.99,23.281830466830467,27.823529411764707,1248,88.5,1,0,1,0,6131.3
3564,Toyota Corolla Altis G,Kolkata,2009,45000,Second,5.0,3.3,23.281830466830467,19.37333333333333,1798,138.1,0,1,1,0,2812.5
3565,Maruti Ertiga ZDI,Bangalore,2015,74000,First,7.0,8.75,23.281830466830467,24.435294117647057,1248,88.8,1,0,1,0,7400.0
3566,Hyundai i10 Asta Sunroof AT,Hyderabad,2013,89000,First,5.0,4.19,23.281830466830467,25.599999999999998,1197,80.0,0,1,0,1,7416.666666666667
3567,Mercedes-Benz CLA 200 CDI Sport,Kochi,2019,13414,First,5.0,30.77,43.07,21.058823529411764,2143,136.0,1,0,0,1,2235.6666666666665
3568,Honda City ZX VTEC,Jaipur,2006,95000,Second,5.0,2.11,23.281830466830467,22.53333333333333,1497,100.0,0,1,1,0,5000.0
3569,Mahindra KUV 100 G80 K8,Jaipur,2018,15900,First,6.0,6.25,7.88,24.2,1198,82.0,0,1,1,0,2271.4285714285716
3570,Toyota Fortuner 3.0 Diesel,Delhi,2011,151000,First,7.0,11.4,23.281830466830467,13.529411764705882,2982,171.0,1,0,1,0,10785.714285714286
3571,Honda City 1.5 V MT,Bangalore,2011,65000,First,5.0,5.2,23.281830466830467,22.666666666666668,1497,118.0,0,1,1,0,4642.857142857143
3572,Audi A6 35 TDI Matrix,Coimbatore,2017,36824,First,5.0,39.84,69.37,21.8,1968,187.74,1,0,0,1,4603.0
3573,Ford Figo Diesel ZXI,Coimbatore,2013,65287,First,5.0,4.45,23.281830466830467,23.529411764705884,1399,68.05,1,0,1,0,5440.583333333333
3574,Mercedes-Benz GLA Class 200 CDI,Kolkata,2014,52000,First,5.0,19.5,23.281830466830467,21.058823529411764,2143,136.0,1,0,0,1,4727.272727272727
3575,Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2007,33000,First,5.0,1.75,23.281830466830467,20.346666666666668,1150,74.9,0,1,1,0,1833.3333333333333
3576,Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,2016,71000,First,5.0,5.1,23.281830466830467,30.388235294117646,1498,99.0,1,0,1,0,7888.888888888889
3577,Hyundai Elantra CRDi SX AT,Delhi,2013,71000,First,5.0,6.8,23.281830466830467,26.705882352941178,1582,126.2,1,0,0,1,5916.666666666667
3578,Maruti Baleno Zeta CVT,Kolkata,2016,20000,First,5.0,5.74,9.04,28.53333333333333,1197,83.1,0,1,0,1,2222.222222222222
3579,Maruti Swift LXi BSIV,Hyderabad,2010,71000,First,5.0,3.3,23.281830466830467,21.46666666666667,1197,85.0,0,1,1,0,4733.333333333333
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,2010,29000,First,4.0,32.0,23.281830466830467,11.647058823529413,3498,271.72,1,0,0,1,1933.3333333333333
3581,BMW 3 Series Luxury Line,Ahmedabad,2016,27000,First,5.0,35.0,55.07,25.6,1995,190.0,1,0,0,1,3000.0
3582,Maruti Dzire AMT ZDI Plus,Chennai,2017,19000,First,5.0,8.9,10.97,33.411764705882355,1248,73.75,1,0,0,1,2375.0
3583,Hyundai Verna 1.6 SX VTVT,Mumbai,2011,58000,Second,5.0,4.0,23.281830466830467,22.680000000000003,1591,121.3,0,1,1,0,4142.857142857143
3584,Jeep Compass 2.0 Longitude,Kochi,2018,42203,First,5.0,19.46,21.72,20.117647058823533,1956,170.0,1,0,1,0,6029.0
3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,2009,94000,First,5.0,5.25,23.281830466830467,13.411764705882353,1991,142.0,1,0,0,1,5875.0
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,2018,4900,First,5.0,9.22,11.47,25.294117647058822,1497,108.5,1,0,1,0,700.0
3588,Hyundai EON Era Plus,Jaipur,2013,70000,First,5.0,1.8,23.281830466830467,28.133333333333336,814,55.2,0,1,1,0,5833.333333333333
3590,BMW 5 Series 2013-2017 530d M Sport,Kochi,2015,65266,First,5.0,31.75,23.281830466830467,17.28235294117647,2993,258.0,1,0,0,1,6526.6
3591,Maruti Ertiga VDI,Delhi,2014,54569,First,7.0,5.99,23.281830466830467,24.435294117647057,1248,88.76,1,0,1,0,4960.818181818182
3592,Honda Amaze E i-Vtech,Kochi,2015,51361,First,5.0,4.94,23.281830466830467,24.0,1198,86.7,0,1,1,0,5136.1
3593,Ford Fiesta 1.4 Duratec ZXI,Jaipur,2007,125000,Third,5.0,1.5,23.281830466830467,22.133333333333336,1388,68.0,0,1,1,0,6944.444444444444
3594,Honda Civic 2006-2010 1.8 V MT,Bangalore,2008,66000,Third,5.0,3.25,23.281830466830467,18.0,1799,130.0,0,1,1,0,3882.3529411764707
3596,Maruti Ertiga ZDI,Delhi,2014,22281,First,7.0,6.5,23.281830466830467,24.435294117647057,1248,88.8,1,0,1,0,2025.5454545454545
3597,Hyundai Grand i10 CRDi Sportz,Delhi,2013,63210,First,5.0,3.71,23.281830466830467,28.235294117647058,1120,70.0,1,0,1,0,5267.5
3598,Hyundai Xcent 1.2 VTVT E Plus,Pune,2018,31000,First,5.0,5.0,23.281830466830467,26.853333333333335,1197,81.86,0,1,1,0,4428.571428571428
3599,Hyundai i10 Era,Ahmedabad,2008,60000,First,5.0,1.99,23.281830466830467,26.41333333333333,1086,68.05,0,1,1,0,3529.4117647058824
